DatasetID,year1,author1,DATA (B) 0.1,ERR-2 (PER-CENT) 0.944,ERR-3 (PER-CENT) 0.944,ERR-1 (PER-CENT) 0.955,ERR-4 (PER-CENT) 0.955,MONIT-ERR (PER-CENT) 0.955,EN-MIN (EV) 1.2,EN-MAX (EV) 1.3,MISC (SEE TEXT) 777,EN-NRM-MAX (EV) 777,EN-NRM-MIN (EV) 777,MONIT (B*EV) 777,zaTarg1,Targ1,Proj,Emission,Prod,MF,MT,ReacType,Quant1,nx,indVars,Reacode
234530022,2019,S.Amaducci+,2.65,2.52,1.28,0.37,1,1.2,12600,14100,2.83,11,7.8,247.5,92235,92-U-235,N,F,,3,18,CS,CS,1,2,"92-U-235(N,F),,SIG"
234530022,2019,S.Amaducci+,2.4,2.63,1.31,0.37,1,1.2,14100,15800,2.94,11,7.8,247.5,92235,92-U-235,N,F,,3,18,CS,CS,1,2,"92-U-235(N,F),,SIG"
234530022,2019,S.Amaducci+,2.27,2.67,1.33,0.37,1,1.2,15800,17800,2.99,11,7.8,247.5,92235,92-U-235,N,F,,3,18,CS,CS,1,2,"92-U-235(N,F),,SIG"
234530022,2019,S.Amaducci+,2.42,2.55,1.35,0.37,1,1.2,17800,2.0e+4,2.9,11,7.8,247.5,92235,92-U-235,N,F,,3,18,CS,CS,1,2,"92-U-235(N,F),,SIG"
234530022,2019,S.Amaducci+,2.23,2.62,1.37,0.37,1,1.2,2.0e+4,22400,2.97,11,7.8,247.5,92235,92-U-235,N,F,,3,18,CS,CS,1,2,"92-U-235(N,F),,SIG"
234530022,2019,S.Amaducci+,2.08,2.67,1.38,0.37,1,1.2,22400,25100,3.01,11,7.8,247.5,92235,92-U-235,N,F,,3,18,CS,CS,1,2,"92-U-235(N,F),,SIG"
234530022,2019,S.Amaducci+,2.06,2.61,1.38,0.37,1,1.2,25100,28200,2.97,11,7.8,247.5,92235,92-U-235,N,F,,3,18,CS,CS,1,2,"92-U-235(N,F),,SIG"
234530022,2019,S.Amaducci+,2.13,2.48,1.37,0.37,1,1.2,28200,31600,2.85,11,7.8,247.5,92235,92-U-235,N,F,,3,18,CS,CS,1,2,"92-U-235(N,F),,SIG"
234530022,2019,S.Amaducci+,2.08,3.14,1.72,0.37,1,1.2,31600,35500,3.85,11,7.8,247.5,92235,92-U-235,N,F,,3,18,CS,CS,1,2,"92-U-235(N,F),,SIG"
234530022,2019,S.Amaducci+,1.82,3.47,1.83,0.37,1,1.2,35500,39800,4.03,11,7.8,247.5,92235,92-U-235,N,F,,3,18,CS,CS,1,2,"92-U-235(N,F),,SIG"
234530022,2019,S.Amaducci+,1.87,2.9,1.61,0.37,1,1.2,39800,44700,3.33,11,7.8,247.5,92235,92-U-235,N,F,,3,18,CS,CS,1,2,"92-U-235(N,F),,SIG"
234530022,2019,S.Amaducci+,1.87,2.72,1.54,0.37,1,1.2,44700,50100,3.13,11,7.8,247.5,92235,92-U-235,N,F,,3,18,CS,CS,1,2,"92-U-235(N,F),,SIG"
234530022,2019,S.Amaducci+,1.82,2.69,1.53,0.37,1,1.2,50100,56200,3.1,11,7.8,247.5,92235,92-U-235,N,F,,3,18,CS,CS,1,2,"92-U-235(N,F),,SIG"
234530022,2019,S.Amaducci+,1.83,2.54,1.48,0.37,1,1.2,56200,63100,2.95,11,7.8,247.5,92235,92-U-235,N,F,,3,18,CS,CS,1,2,"92-U-235(N,F),,SIG"
234530022,2019,S.Amaducci+,1.74,2.5,1.44,0.37,1,1.2,63100,70800,2.9,11,7.8,247.5,92235,92-U-235,N,F,,3,18,CS,CS,1,2,"92-U-235(N,F),,SIG"
234530022,2019,S.Amaducci+,1.6,2.5,1.4,0.37,1,1.2,70800,79400,2.87,11,7.8,247.5,92235,92-U-235,N,F,,3,18,CS,CS,1,2,"92-U-235(N,F),,SIG"
234530022,2019,S.Amaducci+,1.64,2.99,1.68,0.37,1,1.2,79400,89100,3.49,11,7.8,247.5,92235,92-U-235,N,F,,3,18,CS,CS,1,2,"92-U-235(N,F),,SIG"
234530022,2019,S.Amaducci+,1.64,2.89,1.62,0.37,1,1.2,89100,1.0e+5,3.36,11,7.8,247.5,92235,92-U-235,N,F,,3,18,CS,CS,1,2,"92-U-235(N,F),,SIG"
234530022,2019,S.Amaducci+,1.6,2.49,1.38,0.37,1,1.2,1.0e+5,1.12e+5,2.85,11,7.8,247.5,92235,92-U-235,N,F,,3,18,CS,CS,1,2,"92-U-235(N,F),,SIG"
234530022,2019,S.Amaducci+,1.48,2.48,1.27,0.37,1,1.2,1.12e+5,1.26e+5,2.84,11,7.8,247.5,92235,92-U-235,N,F,,3,18,CS,CS,1,2,"92-U-235(N,F),,SIG"
234530022,2019,S.Amaducci+,1.39,2.31,1.09,0.37,1,1.2,1.26e+5,1.41e+5,2.57,11,7.8,247.5,92235,92-U-235,N,F,,3,18,CS,CS,1,2,"92-U-235(N,F),,SIG"
234530022,2019,S.Amaducci+,1.31,2.77,1.16,0.37,1,1.2,1.41e+5,1.58e+5,3.01,11,7.8,247.5,92235,92-U-235,N,F,,3,18,CS,CS,1,2,"92-U-235(N,F),,SIG"
234530022,2019,S.Amaducci+,1.44,2.44,0.93,0.37,1,1.2,1.58e+5,1.78e+5,2.65,11,7.8,247.5,92235,92-U-235,N,F,,3,18,CS,CS,1,2,"92-U-235(N,F),,SIG"
